text,labels
ekmek herkese yetecekti aslindatarlaya karga dadandiambara farefirina hirsizmemlekete haramigeldikleri gibi gitmediler kimi itini birakti kimi bitini kimide piçini yoksa bu kadar şerefsizin bizden olmasi mümkün değil,Against
hdpden izin aldın mı bu tiviti atarken,Neutral
önce bi çekil aradan ne dersin,Against
biz da te bayramımızı kutlayacağız inşallah bizleri yok sayan çapulçu olarak görenlere sandıkta müjdemiz olaçak stiyoruz,Against
sayın başkanın affınıza sığınarak ben izmirde karadenızlı iş adamı olarak ak parti gonuldaşı ve trabzon iş adamları derneği olarak bizim siz degerlı başkanımız büyüğümüzden arzımız izmir kemalpaşa beledıyesini kaybetmek ıstemıyoruz çabamız ve kalbimiz bu yondedır,Favor
ulan ne yalakaaaaaaaaa sin,Against
ne bekliyordunuz ki niyetleri kabak gibi ortada,Against
sonsuz tesekkürler ve,Favor
mekanı cenet olsun başımız sagolsun,Favor
tamam inşallah,Favor
genel başkan bolu geredede tarihi tabakhaneleri ziyaret etti,Neutral
sayılı kanun kapsamında görev yapan kapsamında çalışan fakat işlerinde sürekli olmayan meb okul güvenlik görevlilerinin sorunlarının çözümünün tek doğru yolu sayın vekilimizin kanun teklifinin kabül edilmesidir,Neutral
dünyanın en merhametli en onurlu en şerefli ordusu türķ ordusudur güneş balçıkla sivanmaz,Favor
allah rahmet eylesin mekanı cennet olsun ruhu şad olsun,Favor
zorunlu hizmete muafiyet istiyoruz,Neutral
sayın cumhurbaşkanımız bizler yildir kurum dışı imd alimi yapilmasini bekleyen sesimize kulak verin bizlerde atanmak istiyoruz artık lutfen,Neutral
deyerli reisim defalarca mugla parti için yazdım ben hazırım ailem hazır akrabalarım hazır diye reisim dönmediler bana bunlar yapamıyorsa ben hazırım saygılarımla,Favor
bin sözünüzü yerine getirin lütfen sizin yüzünden borçlandık mağdur edildik nasıl vicdanınız rahat,Against
bütün siyasetçilere sesleniyorum dolarlarınızı bozdurun ülke batıyor millette bozduracak dolar kalmadı sıra sizde hadi pamuk eller cebe damat enişte kuzen kim varsa arayın çabuk döviz bürosuna koş koş koooooş tl elden gidiyeaaaahhhh,Against
bunun tek sorumlusu katliamdan vaz geçin artık,Against
sayın cumhurbaskanim üç çocuk diyorsunuz çalışanları tlye çocuğa bile bakamiyor üç çocuk nasıl yapsin,Against
imar affii için mujde diyerek kasalar doldurdunuz deprem bölgesinde tl dağıtcak kadar yaşlandin mi sayın cumhurbaşkanım,Against
bu ülkenin kurtuluşu chp dedir,Favor
bu konuda arkadaşa yardımcı olur musunuz durum ciddi ve önemli,Neutral
ın ne ilk ne de son zaferi çıkmışsın yenmiş çıkmışsın yenmiş yenmiş de yenmiş yenmiş de yenmiş,Favor
recep tayyip erdoğan dünyanın vicdanıdır nokta,Favor
tügem eski genel müdürü halk ekmek eski genel müdürü doktor hüseyin velioğlu abimiz amansız hastalık sonucu rahmeti rahmana kavuştu kendisine rahmet teşkilatımıza ve sevenlerine sabır ve başsağlığı diliyorum mekanı cennet olsun,Favor
kurultayınız ve genel başkanınız için tebrik ediyorum herkese böyle genel başkan nasip olmaz namus şeref ve kaset sahibi,Favor
yazıktır günahtır asgari ücretle çalışan bir kişi nasıl gidecek işe malatya büyükşehir belediyesi katı zam,Against
işte ana muhalefet lideri devlet mutlaka tespit edecektir derse bu ülkeden ne beklenir ak koyunlardan daha betersiniz kemal bey inanın ülkenin bu hale gelmesinde sizin de büyük payınız var,Against
toplanan bağış meblağı nereden görülebilir şeffaf olunmalı,Neutral
hep bi tehdit var be bi bitmedi,Against
aynı anda hem terör hem ekonomi cephesinde mücadele ediyor hem de uluslararası saldırılara karşı direniyoruz,Neutral
seçimde devam dedik şimdi sözünü tutma sırası sizde reis tarım bakanlığına atama bekleyen tüm branşlar olarak kadromuz de imza ilan bekliyoruz tarımbakanlık acilatamareis,Against
maşallah,Favor
yaptığınız her kahpelik sonrası bizlere zeytin dalı uzatmayın diye yapıyoruz yaptığınız kahbeliklerin bedelini ödeme vakti geldi,Against
kamudavasindan onbinlerce suçsuz mahkum cezaevinde ömür çürütuyor vicdan mahkumlarasartlitahliye,Against
allah rahmet eylesin mekanı cennet olsun inşaallah,Favor
bu karanlık tünelin bi çıkışı olacak inşallah,Favor
e paris olmuştur orası,Neutral
bölgemiz illerini karadenize bağlayacak dakikalik yolu dakikaya indirecek sahara tünelinin çalışmalarını başlatıyoruz,Neutral
cannnnnn cannnnn,Favor
randevu talebidir cumhurun evine gelmek istiyoruz,Neutral
reyis sen yürü bu millet seninle,Favor
proje okulu diye vefa lisesini sakin yandik yeni gelenler yanmasin,Against
bagdat caddesinde halkin,Against
hadi be reis bitir şu şu milletinin gönlünüsana zarar veren seni aşağı çeken tüm bakanlarınıadamlarını etrafından at gitsin,Against
başkanım seni seviyoruz geriye dönük borçlandırma bekliyorum bekliyoruz,Favor
kimimle muhatap olduğunuzu bilin en doğru adayı istişareyle çıkarın koltuğukişisel ikbali için ülkeyi yakacak bir zihniyetle karşı karşıyasınız,Neutral
imar barışı mağdurları olarak bu olayın çözümünü istiyoruz lütfen sesimizi duyun,Neutral
allahım uzun ve bereketli ömürler versin inşallah başkanım,Favor
sn genel başkan çalışanlardan küsür kişi tayinlerini istemişler biz bilgilerimizi katarla paylaşamayız bundan sonra bir şehit gelir sebebi biz olmamalıyız diyek ülkenin bir beka sorunu varsa işte sorun burada,Against
selamünaleyküm başkanım abim gardaşım büyüğüm ramazan bayramınız mübarek olsun bugün ki toplantınızı dinledim yüz yüze iletişim diyorsunuz amma sizin il teşkilatınızla ben yıldır hiç karsılaşmadım sizi allah için seviyorum rabbim de sevsin inşallah,Favor
celp tarihi belli olduktan sonra sağlık problemleri dolayısıyla rapor vs ile bir sonraki celp de gitme şansımız var mı,Neutral
iyi geceler sayın cumhur başkanım saygillarimla,Favor
en güzel teşekkür fedakar personelin yükünü hafifletmek için cefakar çağrı merkezi mezunlarının yüzlerinin güldürülmesi acil alim yapilmasidir lan,Against
yeni myk mız hayirlı olsun il ilçe teşkilatlari yenilenilenmeli halk için,Neutral
h f denen saray yalaği sürekli siritik aşagilayici bir ifadeyle program sunuyor,Against
hala neden ısrarla ameliyat olacak hastalara pcr testi yapıyorsunu tarama testinin amacı ne,Against
buna bi çözüm bulunmasi ni istiyoruz,Neutral
valla sırtınızı nereye saydığımız belli,Against
hayırlı olsun,Favor
rabbim sağlıklı uzun ömürler versin inşallah reis im,Favor
kit taşeron işçileri verilen kadro sözlerinin yerine getirilmesini bekliyor,Neutral
şeflerin yüzde cumhurbaskanını aleni desteklerken neden kamu şeflerimi ek göstergeden mahrum ettiniz lütfen bu yanlıstan dönün,Against
rabbim devletimize askerimize polisimize muzafferiyet nasip etsin inşallah dualarımız sizinle başkanim,Favor
yolun açık olsun,Favor
her şey seyredildiği gibi isitde seyredildi seyretmeyede devam ediliyor,Favor
irandan ülkemize giren afganlari yakalasak daha iyi olmaz mı,Favor
allah yar ve yardımcımız olsun inlerinde vuruyoruz inlerine,Favor
eskiyi unutmadan unutturmadan insanımıza yeni hedefler yeni ufuklar sunmak lazım büyük türkiye yeniden cihan imparatorluğu hedefini sunmak lazım çıtayı yüksek tutmak lazım,Favor
sayın bakanım gerçek niyetiniz emeklinin rahat etmesi olsaydı deki sizin çıkardıgınız abo i iptal abo ile rahat gariban emekcinin kıdem tazminatını calmaktır kim ne düşünür bilmem ama bana göre bu düpedüz gasp tır vazgeçin lütfen,Against
yıllarımızı verdiğimiz ve tek başına emek verdiğimiz işimizde iş güvencesi bizim de talebimizdir c ve taşerona verilen is güvencesi bizlere de verilmelidirgereğini arz ederim,Neutral
terörizmle mücadele iyi gidiyor boşanmaları ve şiddeti arttıran arttıran ve aile yıkım projeleri engellenirse geleceğe güvenle bakabiliriz,Favor
nin sunmuş olduğu yıl ceza indirimini kabul etmek çok zor olmasa gerek mhpninafsözü tbmmgelsin diğer partilerin hiç bir önerisini kabul etmeyen cumhur ittifakı eşit yıl ceza indirimi sizin elinizde,Against
bağkur ihya affı faizlerin silinmesi ödeme kolaylığı bekleniyoresnaf küskün,Neutral
rabbim rahmetiyle muamele etsin başınız sağ olsun,Favor
merhaba guzel cok guzel fotograf yazdiklarimi gibi tesekkur ederim,Favor
hakka halka millete hizmet diyorsanız biz burdayız halkız haklıyız milletiz türkiye cumhuriyeti öz evlatlarıyız,Favor
bizde teşekkür ediyoruz,Favor
allah korusun hepinizi canlar rabbim yar ve yardımcınız olsun her daim,Favor
atatürke çok değer veriliyor yaa tabi tabi,Against
akp sizden önce bu işi halleti dünyada haberiniz yok,Against
saray söndüremedî asker söndürecek,Against
reisss,Favor
gençlere yol açalım,Favor
ssk yı batıran adamın da bunu söylemesi çok komik kendinizi daha fazla komik duruma düşürmeyin sizim yüzünüzden yıllardır chp ye oy vermiyorum,Against
sayın bakanım cizrede halkın menfaati önemli şahsın menfaati önemli merkezde yeni tokiler de en uygunu toki yapılmış,Neutral
tabii dakka bile fazlayken dakkada gelemeyıp yetişiyoruz,Against
sayın vekilim bizler sağlık branşı olarak atama bekliyoruz kpss puanı ile yapılması muhtemel atama sürekli ileri tarihe alınmakta kılavuzun yayınlanması için sizlerin desteklerini bekliyoruz,Neutral
atamayla ilgili de bilgi olsun lütfen,Neutral
eğitim diliyle barış terör örgütü fetö evrakları kurumda gizlioda sizin için müfettişleriniz vatana ihaneti unutmuş terör örgütü fetö korumak dosya incelemek yerine işçisin sus konuşma biz verilen emri uygularız neler oluyor kimin yetkisinde,Against
nin yeni başkan adayı olmalı kesinlikle ile yarışabilecek bir beyne sahip,Favor
merhaba yeni bir kadro öneriyorum ülkemizde bir çok tarla bahçe malesef atıl mühendislerinin bilgilendirmesi ile boş tarım alanlarını ekip biçecek ziraat işçisi kadrosu oluşturulabilir ülkemiz tarımda daha da iyi konuma gelir gıda enflasyonu vsde kalmaz,Neutral
herkes dikat etmeli,Neutral
selamun aleyküm ben seni görmek için neler yaptı bir kere nasip bu benim kaderim allah yar ve yardımcınız olsun allah razı olsun allaha emanet ol dünya liderim recep tayyip erdoğan,Favor
çok iyi,Favor
sıfır şeker daha iyi sayın bakanım,Favor
avrasya tüneli metre sonra bitiyor,Neutral
ezan sesi yükseliyor şükür ibadete kapalı,Against
kadro gelecek yüzler gülecek diyoruz,Favor
günün en güzel haberi,Favor
muhterem başkanım adım hüseyin özdemir d liyim bizi yüzde zamla eflosyonun altında ve saygılarımla allah yar ve yardımcınız olsun,Favor
sayın başkan türk okullarındaki eğitim sistemi öğrencinin zekanızı değil hafızanızı ölçmektedir bundan çok rahatsızız,Against
bayram için hazırladığınız reklamda bu fotoğrafı neden kullanmadınız,Neutral
afyok yasayok tahliyeyok duyun sesimizi artık herinsanın bir şansa hakkı vardır yardım edin elinizi uzatın çocukların hakkı için,Against
geçmiş olsun,Favor
yazıklar olsun size,Against
sende haklısın,Favor
en kısa zamanda toplu bir şekilde çıkıp bir miting düzenleyip sahaya inmezseniz en fazla arada toplanıp gün yaparsınız milletin anası ağlamış ortada muhalefet yok,Against
korkumuz yok diyorsunuz ibadet etmek için bir cuma namazına yüzler binlerce korumayla gidiyorsunuz halkın içine karışacak olsanız naparsiniz allah bilir devletin parasını isteği ediyorsunuz,Against
yolun açık olsun başkanım seni çok seviyorum,Favor
biz bunu hep söylüyoruziki tane karar merkezi var biri kandil diğeri fetö inanmayan videoyu sonuna kadar izlesin dürüst adammışsın şaban beyfikirlerine katılmam ama bravo sana,Favor
merak ettiğimiz bi konu var acık ceza evi izinleri yaklaşık gün içinde bitiyor mahkumlar ceza evine döneçekmi yoksa uzatma gibi bi durum olacakmı,Neutral
sayılı kanunla kadroya geçen personele eş durumu tayini hakkı istiyoruz sayın cumhurbaşkanım babalar sözünü tutmalı,Neutral
allahcc bereket versin,Favor
suçu olanlar yargılansın masum insanlar serbest bırakılsın milletine ve size gönülden bağlı fedakar bir doktor benim kardeşim,Favor
iktidara gelirseniz diyanetin bütçesinden alıp afet bakanlığı kurun,Neutral
başkanım yakışanı yapıyorsun maş el alan elden hayırlıdır,Favor
kamu dışı aile sağlığı elemanlarının kadro isteğini görün artık ltf,Against
khk ile toplu tasfíye edilen askeriöğrenciler helal kazandıkları üniformalarınınarasinifsonsinifayrımı yapılmadan iade edilmelerini bekliyorlar masumların kazanılmış haklari iade edilsin yıl oldu ne bekleniyor,Against
yalanncinin kendissi ölsünmü,Against
tsk sağlık yönetmeliği laparotomiler maddesi yeniden düzenlensin sesimize kulak verin sayın yetkililer,Neutral
mükerrer acil eşitleme bekliyoruz bu adaletsizlik son bulsun,Against
na sormak lazım eminim takibini sağlayacaklardır,Neutral
sura silah depolanırken ihbar geldi ve vali dokunmayın demiştir,Neutral
ikincipakette şartlıveinfaz devlet baba affedicidir evlat ayrımı yapmaz bizler herzaman devletimizin yanında olduk olmaya devam edicez tek isteğimiz sevdiklerimize kavuşmak eşit bir yasa ile adalete guvenmek istiyoruz,Favor
ïtiraf edin ac olanlarla hic alakaniz yok konuşmuş olmak icin konuşuyorsunuz sırf muhalefet olsun diye birşeylere engel olmak için itiraf edin,Against
trilyon yalova hesabini ver besiktastakinin hesabını ver ataşehir yolsuzluklarin hesabini ver ssk hesabini vermedin allaha veteceksin hakkim haram olsun,Against
benim arabam m yolda görürsem sollarım,Neutral
ikicihan gunesi canim peygamberimin sav kutlu dogum gecesi mubarek olsun islam,Favor
sayın cumhurbaşkanım karayolları genel müdürlüğünün atama talebi strateji ve bütçe başkanlığında bekliyor lütfen atama talebi onaylansın kpss puanlarımız yanacak bu konuda bizlere yardımcı olun lütfen,Neutral
kit taşeron işçiler kadro istiyoruz,Neutral
metal yorgunluk ve feto ile geçmişi olan kişi yada kişilere görev verilirse bu mücadelenin üstesinden gelemez melih memiş çelik kaç yılına kadar zaman gazetesi abonesiymiş ve kolejlerine çocuklarından birini göndermişmi araştırın sayın,Against
reis reiss duy sesimizi bu sozlesmelilerin ayak sesleri,Neutral
bu açıklama yeterli degil malesef gecen yıl ödedigımiz paralar boşa gitti ve meb veliden degil özel okullardan yana oldu,Against
eğer dürüst ve samimiyse ın elindeki kamu ve belediyelerdeki israfının üzerine gitmeli fikirlerini milletle paylaşmalı yerel seçimlerde şeffaf ve hesap verebilir zeki ve çalışkan adaylar ile ön plana çıkararak oylarinizi ye katlanabilir,Favor
kış gelmeden doğalgaz ısıttı bizi,Favor
bu yazıyı meb başkanı bakanı vesaire kişiler yazabilirdi neden sizden duyuyoruz tek adam tek lider tek reis,Against
hadi ordan yalanınız batsın sizin vicdansızlar sizi,Against
sayın cumhurbaşkanım,Favor
sağlık bakanlığı bünyesinde yıllardır kurum içi bütün eğitimlere katılmış liyakat ve yetenek sahibi olmuş asli personel olmayı ve iş güvencesi ile çalışmaya devam etmek istiyor,Neutral
muayene kuyruğuna girdim sağlık karnesi vardı chp devrinden uzattımgit fotokopisini çektir dediler,Neutral
caaaanım biz de de seninle ölümüne kadar varız,Favor
tercih bile yapamadık ki sonuçlara bakalim il icinde km insaf yil önce kura ile rastgele atadiginiz icin yıldır yollar evimiz oldu,Against
yaz saati uygulaması na kadar muhtaç olan yönetim barzaniye kanmış öylemi,Against
senden aldigim paralar gūnahi yeni çikiyor lanet olsun sana doymak bilmiyormusun şerefsiz,Against
haklısın adalet hukuk işlemiyor türkiye de hukuk işlenseydi içimizdeki pkk yandaşları fetö destekçileri işgalcilere kapıyı açanlar içerdeydi,Against
